27	27	25	De cuemo lidiaron los Cipiones con Magon hermano de Annibal e cuemol prisieron.
28	28	26	De cuemo Asdrubal lidio con los Romanos e fue uençudo.
29	29	27	De cuemo fueron desbaratados los romanos e muertos amos los cipiones.
30	30	28	Del conseio que dio Scipion el mancebo alos romanos.
31	31	29	Cuemo Cipion desbarato la flota de Annibal.
32	32	30	De cuemo Scipion entro en espanna e de lo que y fizo.
33	33	31	De cuemo Asdrubal lidio con Scipion e fue uençudo.
34	34	32	De cuemo Asdrubal fue pora so hermano Annibal. e fico Cipion por sennor despanna.
35	35	33	De cuemo los romanos salieron ala carrera a asdrubal e lidiaron con el yl mataron.
36	36	34	De lo que fizo scipion en espanna despues que asdrubal fue muerto.
37	37	35	De cuemo Scipion salio despanna e fue a Roma.
38	38	36	De cuemo Scipion passo a affrica e de los fechos que y fizo.
39	39	37	Cuemo Annibal se torno a affrica e delo quel auino con Cipion.
40	40	38	Cuemo lidio Annibal con Cipion e fue Annjbal uençudo.
41	41	39	Cuemo los despanna se alçaron a roma pues que Scipion se partio dend.
42	42	40	De la muerte de Scipion ell affricano e de Annibal.
43	43	41	De las grandes contiendas que ouieron los despanna con los romanos
44	44	42	De la traycion que fizo Sergio galba alos de luzenna.
45	45	43	De cuemo se leuanto el ladron uiriato.
46	46	44	De cuemo se leuanto Çamora contra los romanos e dela muerte de uiriato.
47	47	45	De cuemo los de Çamora se alçaron otra uez contra los romanos.
48	48	46	De cuemo bruto uino de roma e destruyo galizia.
49	49	47	De cuemo los de Çamora se alçaron otra uez contra los romanos por que fueron destroydos.
50	50	48	De cuemo fizo Scipion en Espanna pues que ouo destroyda Çamora e cuemos torno a roma e fue y muerto.
51	51	49	De cuemo la cibdat de Tiro fue poblada. e dela traicion que fizieron los sieruos a sos sennores.
52	52	50	Cuemo los sieruos de tiro mataron a sos sennores.
53	53	51	Cuemo elisa dido caso con so tio acerua e cuemol mataron por conseio del rey so hermano.
54	54	52	De cuemo dido se partio de tiro e se fue pora Affrica.
55	55	53	Cuemo la reyna Dido arribo a Affrica e de las cosas que y fizo.
56	56	54	De cuemo fue mudado aquel nombre a tibirsa. e lamaron le carthago.
57	57	55	De cuemo esta Reyna dido poplo Carthagena en Espanna.
58	58	56	De cuemo murio la reyna dido segund que algunas estorias cuentan.
59	59	57	De cuemo eneas arribo en affrica e caso con la Reyna Elisa dido.
60	60	58	De cuemo fuxo eneas daffrica. e dexo la Reyna dido.
61	61	59	De la carta que enuio la reyna dido a Eneas.
62	62	60	De cuemo murio la reyna Dido.
63	63	61	De cuemo fizieron los de carthago depues de la muerte de la reyna dido.
64	64	62	Del conseio que ouieron los de carthago como fiziessen contra los romanos.
65	65	63	De cuemo los romanos cercaron a carthago e cuemo se partieron ende.
66	66	64	De cuemo los romanos se partieron de carthago e se fue Scipion a roma.
67	67	65	De cuemo Scipion fue cercar a Carthago.
68	68	66	Cuemo Carthago fue destroida la postremera uez
69	69	67	De cuemo departieron los que fizieron las estorias; en qual tiempo fue poblada Carthago.
70	70	68	Del tiempo en que fue destroyda Carthago.
71	71	69	De las razones que mostraron los sabios por que fue destroida Carthago.
72	72	70	De cuemo fue Scipion a Roma despues que destruxo Carthago e dend a Espanna e cuemo murio despues.
73	73	71	Del fuego del mont ethna. e del fecho de la ysla Lipare en el con- sulado de los consules Marco emilio e lucio orest.
74	74	72	De la muchedumbre de la lagosta que ouo en el consulado de Marcio plaucio e de Marco fuluio flaco.
75	75	73	Dell auenimiento que acaecio alos Romanos en el consulado de Lucio cecilio Matello. e de quinto tito.
76	76	74	De las armas de Numidia.
77	77	75	De la marauilla dun rayo que contecio otrossi en el consulado destos consules.
78	78	76	Dunos signos que contecieron en el consulado de sexto Julio Cesar e de lucio Marcho.
79	79	77	De la guerra de Sertorio e de ponpeyo el grand
80	80	78	De cuemo fue recebido Ponpeyo en Roma e de la grand enuidia que ouo ende Julio Cesar.
81	81	79	Del debdo que auie entre Ponpeyo e Julio Cesar.
82	82	80	De los malfechores ques leuantaron por las tierras e cuemo los quebranto Ponpeyo.
83	83	81	De cuemo fizo el consul Lucollo contral rey Mitridates.
84	84	82	De cuemo Ponpeyo passo a Asia contra Mitridates.
85	85	83	De cuemo uencio Ponpeyo a Mitridates e por qual auenimento.
86	86	84	De las conquistas de Ponpeyo en espanna. e de la muerte del Rey Mitridates.
87	87	85	De cuemo se fue Ponpeyo pora Roma; e plogo mucho a los Romanos con el.
88	88	86	De las conquistas de Julio e de Ponpeyo.
89	89	87	De cuemo fizo Julio cesar en aquellas tierras quel otorgaron que conquiriesse. e del Rey orgenton e de Ariobisto. e de crasso. e de espanna.
90	90	88	De cuemo enuiaron los Romanos a publio crasso alas espannas que eran alçadas.
91	91	89	De las conquistas que fizo Julio cesar e de espanna
92	92	90	De cuemo Julio cesar demando a los romas quel diessen ell otro consulado que tenie ponpeyo e del fuego que se encendio en la cibdat de Roma.
93	93	91	De cuemo se descubrio Julio cesar al desamor que auie contra ponpeyo.
94	94	92	De la ymagen que parecio a Julio cesar e de la su yda a roma.
95	95	93	De las yentes que uinieron en ayuda de Julio cesar.
96	96	94	De cuemo se fue Julio Cesar a roma e tomo todel thesoro que y estaua llegado de grandes tiempos.
97	97	95	De cuemo salio Julio cesar de roma e se fue alas espannas e cuemo gano Marsiella.
98	98	96	De la guerra de Julio Cesar e de Affranio e petreo en Lerida.
99	99	97	Del temporal que fizo a Julio cesar en Lerida. e cuemo se fueron ende petreo e Affranio.
100	100	98	De cuemo Petreo departio a los Romanos que estauan en sus solazes; e les fizo començar la batalla.
101	101	99	De cuemo petreo e Affranjo cometieron de lidiar con Julio
102	102	100	De cuemo se dieron petreo e Affranio a Julio cesar.
103	103	101	De cuemo Julio cesar fue contra ponpeo pora lidiar con el.
104	104	102	De las yentes que ouo Ponpeyo en su ayuda contra Julio Cesar.
105	105	103	De la primera batalla de Ponpeyo el grand e de Julio Cesar.
106	106	104	De la segunda batalla de Julio Cesar e de Ponpeyo. e de la muerte de Ponpeyo.
107	107	105	De la alabança que cuenta plinio de Ponpeyo el grand
108	108	106	De cuemo Julio Cesar uino a Alexandria la de egipto. e mato al rey que descabeçara a Ponpeyo. e dio la tierra ala reyna cleopatra.
109	109	107	De cuemo fizo Julio cesar en Asia.
110	110	108	De los nombres de los principes e de los principados de Roma.
111	111	109	Dell ordenamiento de los cabdiellos de Roma.
112	112	110	De los primeros Reyes de Roma pues que la cibdat ouo este nombre.
113	113	111	De los consules del primer anno
114	114	112	De los consules e de los otros principes de Roma por sos nombres cuemo uinieron en el sennorio unos empos otros.
115	115	113	Este nombre Cesar de que palauras es tomado. e por quales razones. e aquien le llamaron primera mientre e a quales despues e que quier dezir.
116	116	114	Dond fue tomado este nombre emperador e que quiere dezir.
117	117	115	
118	118	116	
119	119	117	Dell emperio de Julio cesar e de que fayçones e de que costumbres.
120	120	118	De como julio Cesar puso nombre del suyo al mes de Julio. e de las razones por que son los otros meses nombrados. daquellos nombres que an cada unos.
121	121	119	De las sennales que acaecieron por el mundo a la sazon que mataron a Julio cesar.
122	122	120	De como Julio Cesar fue muerto a traycion en el Capitolio.
123	123	121	De los nombres de los emperadores de Roma.
124	124	122	Dell jmperio de Octauiano sobrino de Julio Cesar. e luego de los fechos que acaecieron en el primer Anno.
125	125	123	De los fechos del segundo anno dell Jmperio de Octauiano cesar. en que uencio a Antonio e Amigo con el. e diol su hermana por muger.
126	126	124	De los fechos dell Anno tercero.
127	127	125	De los fechos del quarto Anno dell Jmperio de Octauiano CesaR.
128	128	126	De los fechos del quinto Anno.
129	129	127	De los fechos del sexto Anno.
130	130	128	De los fechos dell anno Seteno
131	131	129	De los fechos dell ochauo Anno.
132	132	130	De los fechos del dezeno Anno.
133	133	131	De lo que contecio en ell Onzeno Anno.
134	134	132	De los fechos del Anno dozeno.
135	135	133	De lo que contecio en ell Anno trezeno.
136	136	134	De los fechos del Catorzeno Anno.
137	137	135	De lo que contecio en ell anno quinzeno
138	138	136	De los fechos dell anno Seseno.
139	139	137	De lo que contecio en ell Anno dizeseteno.
140	140	138	De lo que contecio en el dizeochauo anno.
141	141	139	De los fechos dell anno dizenoueno
142	142	140	De lo que contescio en ell anno Veynteno
143	143	141	De lo que contecio alos Veynt e quatro Annos.
144	144	142	De lo que Auino alos Veynticinco annos.
145	145	143	De los fechos que contecieron alos treynta annos.
146	146	144	De los fechos que contecieron alos treynta e dos annos
147	147	145	De lo que contecio alos treynta e tres annos
148	148	146	De lo que contecio alos treynta e quatro annos.
149	149	147	De lo que contecio alos treynta e cinco annos.
150	150	148	De lo que contecio a los treynta e seys annos.
151	151	149	De lo que contecio alos treynta e .ix. annos
152	152	150	De lo que contecio a los quaraenta e un anno.
153	153	151	De los fechos que contecieron alos quaraenta e dos Annos.
154	154	152	De lo que contecio alos quaraenta e tres annos
155	155	153	De lo que contecio alos quaraenta e cinco Anos.
156	156	154	De lo que contecio alos quaraenta e siete annos.
157	157	155	De lo que contecio alos cinquaenta e quatro annos.
158	158	156	De lo que contecio a los cinquaenta e seys annos.
159	159	157	Dell Jmperio de Tiberio Cesar. e luego de los fechos que acaecieron en el primer Anno.
160	160	No chapter	
161	161	158	De lo que contecio al dizisexeno Anno.
162	162	159	De lo que contecio al dizesexeno anno.
163	163	160	De lo que contecio al dizeseteno Anno.
164	164	161	De lo que contecio al dizeochauo Anno.
165	165	162	De lo que contecio ell anno dizinoueno.
166	166	163	De lo que contecio alos Veint e un anno
167	167	164	De lo que contecio a los ueynt e tres annos.
168	168	165	Dell Jmperio de Gayo gallicula. e luego de los fechos que contecieron en el primer anno del su regnado.
169	169	166	De lo que contecio el quarto anno.
170	170	167	Dell Jmperio de Claudio. e luego de los fechos que contecieron en el primer Anno.
171	171	168	De lo que contecio el segundo anno del so Jmperio.
172	172	169	De los fechos del quarto Anno.
173	173	170	De lo que contecio el quinto Anno.
174	174	171	De lo que contescio enel catorzeno anno.
175	175	172	Dell Jmperio de Nero. e luego de los fechos que contecieron en el primer anno de su regnado.
176	176	173	De los fechos del tercero Anno.
177	177	174	Delo que contescio en el quarto anno
178	178	175	De lo que contecio en ell anno dezeno.
179	179	176	De los fechos del dozeno Anno.
180	180	177	De lo que contecio en ell Anno trezeno.
181	181	178	De lo que contecio en ell Anno catorzeno.
182	182	179	De galba ell Emperador.
183	183	180	De Oto ell Emperador.
184	184	181	De Vitellio ell Emperador.
185	185	182	Dell Jmperio de Vespasiano ell Emperador E luego de lo que contecio en el primer anno.
186	186	183	De los fechos del segundo Anno.
187	187	184	Delos fechos del anno tercero.
188	188	185	Delo que contescio en ell anno noueno.
189	189	186	Dell Jmperio de Tito ell Emperador
190	190	187	Delos fechos del tercero Anno
191	191	188	Dell Jmperio de Domiciano ell Emperador Et luego delo que contescio en el primer anno
192	192	189	De los fechos del quinzeno anno
193	193	190	Dell jmperio de Nerua ell Emperador Et luego delo que contescio en ell anno primero del su Regnado.
194	194	191	Delo que contescio en el segundo anno
195	195	192	Dell jmperio de Traiano ell Emperador Et luego de lo que contescio en el primero Anno del su Regnado.
196	196	193	Delos fechos dell anno seteno.
197	197	194	Delos fechos del dizesseteno anno.
198	198	195	Delos fechos dell Anno dizenoueno.
199	199	196	Dell Jmperio de Adrianeo. Et luego de lo que contescio en ell Anno primero.
200	200	197	Delo que contescio ell anno tercero
201	201	198	Delos fechos dell anno. trezeno.
202	202	199	 Delo que contescio en el dizeochauo anno
203	203	200	Delo que contescio alos Veynt y uno anno.
204	204	201	Del Jmperio de Antonino pio Et luego delos fechos dell anno primero.
205	205	202	Delo del .ij. anno
206	206	203	Delo del tercero Anno.
207	207	204	delo que contescio en el .iiij. anno
208	208	205	Delo que contescio en el .V. anno
209	209	206	Dell anno vjo
210	210	207	Delos fechos dell anno .x.
211	211	208	Delos fechos del dizeseteno Anno
212	212	209	Delo que contescio en el xviijo. anno
213	213	210	Delos fechos que contescieron alos Veynt y dos annos
214	214	211	Dell jmperio de Marcho Aurelio Antonino uero. Et de Lucio Aureljo comodo Et luego delos fechos que acaescieron en el primero Anno del su regnado
215	215	212	Del segundo anno
216	216	213	De lo que contescio en el tercero Anno.
217	217	214	Delo que contescio en el quarto anno
218	218	215	Delo que contescio en el sexto. anno
219	219	216	Delos fechos del seteno anno
220	220	217	Delo que contescio en ell anno viijo.
221	221	218	Delos fechos del noueno anno
222	222	219	Delos fechos del dezeno Anno.
223	223	220	De lo que contescio a los dizenuef Annos
224	224	221	Dell jmperio de Lucio Aurelio Comodo Et luego delo que contescio el primero anno del su regnado.
225	225	222	Delo que contescio en ell anno segundo.
226	226	223	Delo del tercero anno.
227	227	224	Delo que contescio en el quarto anno.
228	228	225	Delo que contescio en el quinto anno.
229	229	226	Del Sexto Anno.
230	230	227	Delo del seteno Anno.
231	231	228	Delo que contescio en el Ochauo anno
232	232	229	Delos fechos del trezeno anno
233	233	230	Dell Emperador Helyo pertinax. e de los fecho que contescieron en el su jmperio.
234	234	231	Dell Jmperio de Seuero ell Emperador et luego delo del primero anno del su Regnado.
235	235	232	Delo del segundo anno.
236	236	233	Delo del quinto anno.
237	237	234	Delo que contescio en el sexto Anno.
238	238	235	Delo que contescio en el seteno anno
239	239	236	Delo del ochauo anno
240	240	237	Delo que contescio en el Dezeno anno
241	241	238	Delo que contescio en el onzeno anno
242	242	239	Delo que contescio en el trezeno
243	243	240	Del catorzeno anno
244	244	241	Delo que contescio enel quinzeno anno
245	245	242	Delos fechos dell anno dizeseyno.
246	246	243	Delo que contescio en el dizeseteno anno.
247	247	244	Delo que cotescio en ell anno xviij
248	248	245	Dell Jmperio de Antonino Caracalla. que fue llamado Basiano e luego delo que contescio en el primero anno
249	249	246	Delo que contescio en el tercero anno
250	250	247	Delo que contescio en el quarto Anno.
251	251	248	Delo que contescio en el sexto Anno.
252	252	249	Dell Jmperio del Emperador Macrino
253	253	250	Dell jmperio de Marcho Aurelio Antonio e luego delos fechos del primer anno
254	254	251	Delo que contescio enel segundo anno
255	255	252	Delos fechos del tercero anno
256	256	253	Delo que contescio en el quarto Anno.
257	257	254	Dell jmperio de aurelio Alexandre. e luego del lo que contescio el primero anno
258	258	255	Delos fechos dell anno .ij
259	259	256	Delo que contescio en el trezeno
260	260	257	Dell jmperio de Maximino. Et luego delo que contescio en el primero anno del su Regnado.
261	261	258	Delo que contescio en el segundo Anno.
262	262	259	Delo que contescio en el tercero Anno.
263	263	260	Dell Jmperio de Gordiano e luego delo que contescio en el primero anno.
264	264	261	Delo que contescio en el sexto anno.
265	265	262	Dell Jmperio de phelipo. e luego delos fechos del primero Anno.
266	266	No chapter	
267	267	263	
268	268	264	
269	269	265	
270	270	266	
271	271	267	
272	272	No chapter	
273	273	268	
274	274	269	
275	275	270	
276	276	271	
277	277	No chapter	
278	278	272	
279	279	273	
280	280	274	
281	281	275	
282	282	276	
283	283	277	
284	284	278	
285	285	279	
286	286	280	
287	287	281	
288	288	282	Delo que contecio enel anno Segundo.
289	289	283	De lo que contecio enel tercero anno.
290	290	284	Delo que contescio enell anno quarto.
291	291	285	Del quinto anno.
292	292	286	De lo que contescio en el sexto anno.
293 minus 1	IV		
293	293	287	Dell emperio de Caro. e de numeriano e de karino sus fijos.
294	294	288	De lo que contescio en el segundo anno.
295	295	289	Dell Jmperio de diocleciano e Maximiano.
296	296	290	De lo que contescio en ell anno segundo del su emperio.
297	297	291	De los fechos dell anno terceRo
298	298	292	De lo que contescio enell anno quarto
299	299	293	Delos fechos del quinto anno.
300	300	294	Delo que contescio enel anno seteno.
301	301	295	Delos fechos del ochauo anno.
302	302	296	De lo que contescio enell anno noueno.
303	303	297	De los fechos dell anno dezeno.
304	304	298	De lo que contecio en el anno dozeno.
305	305	299	De los fechos dell anno trezeno.
306	306	300	Delo que conteçio en ell anno catorzeno.
307	307	301	Delo que contescio en el anno quinzeno.
308	308	302	De lo que contescio en el anno dizeseseno.
309	309	303	Delos fechos dell anno Dizeochauo.
310	310	304	De lo que contescio enell anno dizenoueno.
311	311	305	De los fechos dell anno veynteno.
312	312	306	Del Jmperio de Galerio maximino e de lo que contescio enel primer anno del su regnado.
313	313	307	De los fechos del anno segundo.
314	314	308	Dell Jmperio de Costantino el fijo de Elena. e de lo que contecio en el primer anno del su regnado.
315	315	309	De los fechos del anno segundo.
316	316	310	De los fechos del anno segundo.
317	317	311	De los fechos del anno quarto.
318	318	312	De lo que contescio enell anno quinto.
319	319	313	De los fechos del anno sexto.
320	320	314	De lo que contescio en ell anno Seteno.
321	321	315	Dell anno ochauo.
322	322	316	Delos fechos del anno dezeno.
323	323	317	De lo que contescio en el anno onzeno
324	324	318	De los fechos del anno dozeno
325	325	319	De lo que contescio enel anno trezeno.
326	326	320	Delos fechos del anno catorzeno en que se fallo la cruz
327	327	321	De los fechos del anno disiseteno.
328	328	322	Delo que contescio enel anno dizinoueno.
329	329	323	De los fechos del anno ueynteno.
330	330	324	De lo que contescio alos ueynt e dos annos.
331	331	325	De los fechos que contescieron alos ueynt e cinco annos.
332	332	327	De los ueyntiocho annos
333	333	328	Del anno Veyntinoueno.
334	334	329	De lo que contescio a los treynta annos.
335	335	330	De los fechos que contescieron alos treynta e un anno
336	336	331	Del jmperio de Costantino e de Costantino e de Costancio e de Costante. e de los fechos del primero anno.
337	337	332	Del segundo anno.
338	338	333	Del tercero anno.
339	339	334	Dell anno quarto.
340	340	335	Del anno quinto.
341	341	336	el sexto anno.
342	342	337	Del anno seteno.
343	343	338	Del anno Ochauo.
344	344	339	Del noueno anno.
345	345	No chapter	Del anno dezeno.
346	346	340	Dell onzeno Anno.
347	347	341	Del trezeno anno.
348	348	342	Dell anno catorzeno.
349	349	343	Del quinzeno anno.
350	350	344	Dell anno diziseseno.
351	351	345	Dell anno diziseteno.
352	352	346	De lo que contescio alos ueyntitres annos.
353	353	347	Dell Jmperio de Juliano ell Emperador.
354	354	348	De los fechos dell anno segundo.
355	355	349	Del Jmperio de Jouiniano. e de los fechos que contescieron ell anno que el regno.
356	356	350	Del Jmperio de Valente e de Valentiniano e de los fechos que contescieron enel primer anno
357	357	351	Del segundo anno.
358	358	352	Del anno tercero.
359	359	353	Del quarto anno.
360	360	354	Dell anno onzeno.
361	361	355	Del dozeno anno.
362	362	356	Dell Jmperio de Theodosio.
363	363	357	Dell anno segundo.
364	364	358	Dell anno tercero.
365	365	359	Dell anno quarto.
366	366	360	Del sexto anno.
367	367	361	De los fechos que contescieron enell trezeno anno
368	368	362	De los fechos del catorzeanno dell Jmperio de honorio. e del primero de theodosio ell ninno.
369	369	No chapter	Del quinzeno anno.
370	370	363	Del diziseseno anno de Honorio que fue el tercero de theodosio.
371	371	364	De los fechos dell anno diziseteno dell Jmperio de Honorio.
372 minus 1	V		Aqui se comiença la estoria de los Vuandalos. e de los Silingos. de los Alanos. e de los .Sueuos.
372	372	No number	
373	373	365	De qual tierra e que gentes fueron los Vuandalos. e los Silingos. e los Alanos e los Sueuos. e de los fechos que les auinieron ante que entrassen las espannas.
374	374	366	Del sennorio que los Vuandalos e los Silingos. e los Alanos e los Sueuos ouieron en espanna. e del astragamiento que fizieron en ella
375	375	367	Del ochauo anno de Gunderico en que se tornaron los alanos sus uassallos.
376	376	368	Del noueno anno de Gunderico en que quiso desamparar Espanna e foyr a Affrica con miedo de los godos.
377	377	369	De los fechos del catorzeno anno en que Gunderico touo cercados a los Sueuos.
378	378	370	Del quinzeno anno en que fue el Rey Gunderico cercar Carthagena e la destruxo
379	379	371	Del diziseseno anno en que el Rey Gunderico entro Seuilla por fuerça e de la su muerte.
380	380	372	Del regno de Genserico rey de los Vuandalos. e cuemo enel quarto anno del su Regnado se assunaron los barbaros e las otras gentes que eran enderredor e lidiaron con el e ueciolos a todos e mato muchos dellos.
381	381	373	De los fechos que acaecieron a los ueyntisiete annos del Regno de Hermerico Rey de los Sueuos en Espanna.
382	382	374	De cuemo alos treynta e dos annos del Regno de Hermerico enuio a so fijo Riquila con el poder de los romanos e los uencio.
383	383	375	Del regno de Riquila. e cuemo enel primer anno del su regno lo recibieron los Alanos por sennor.
384	384	376	Del segundo anno en que el Rey Riquila fue cercar Seuilla e la priso.
385	385	377	Dell anno tercero en que fue el Rey Riquila cercar Carthagena e la gano.
386	386	378	Dell anno quarto en que enuio ell Emperador Valentiniano poner pazes con el rey Genserico.
387	387	379	Del anno sexto. en que torno el Rey riquila a los Romanos la prouincia de Carpentanna.
388	388	380	Dell anno seteno en que fue el Rey genserico cercar carthago la de Affrica e la priso.
389	389	381	Dell ochauo anno en que murio el Rey Riquila.
390	390	382	Del regno de Riquilano e cuemo enel primer anno del su regnado enuio pedir su fija por muger a theuderedo.
391	391	383	Del segundo anno en que Riquilano fue demandar ayuda a su suegro el Rey Theuderedo.
392	392	384	Del quarto anno en que murio ell Emperador theodosio. e cuemo mando genserico quemar todos los libros de las santas escripturas.
393	393	385	De los fechos dell anno sexto en que murio el Rey theuderedo
394 minus 1	VI		Aqui se comiença la estoria de los Godos. e son estos los Titulos de toda la estoria.
394	394	No number	
395	395	386	Aqui comiença la Estoria de los Godos et cuenta de que yentes fueron et de quales tierras salieron.
396	396	387	De cuemo los Godos uinieron morar a tierra de Sciçia.
397	397	388	Dell assentamiento de Sciçia e de cuemo se mantouo en ella la hueste de los Godos.
398	398	389	Del Rey Atanauso et del comienço de los turcos.
399	399	390	Delas mugieres delos Godos que fueron llamadas Amazonas.
400	400	391	De los fechos de los Godos. Et de thelepho. e de Guriphilo Reyes dellos. e de la Reyna ThemaRis.
401	401	392	De las batallas que uencieron los Godos contra los de persia; et contra los griegos.
402	402	393	De los sabios de los Godos et delos sos conseieros.
403	403	394	Delo que contescio alos Godos nuef annos ante que la era comencasse.
404	404	395	Delo que contescio alos Godos en tiempo de domiciano ell emperador.
405	405	396	Delos fechos que contescieron a los Godos en tiempo de decio ell emperador.
406	406	397	Delo que contesçio alos Godos enel tiempo de Valeriano et de Galieno los emperadores.
407	407	398	Delo que contescio alos Godos enel tiempo de claudio ell emperador.
408	408	399	De auriaco e Aurico e de Geberid Reyes delos Godos. e delo que es contescio en tiempo de diocleciano. e de Maximiano. e de Costantino los emperadores.
409	409	400	De hermanarico Rey de los Godos. Et delo que les contescio en tiempo de Costantino. e de Costante los emperadores.
410	410	401	Del fecho de los Vgnos. que gentes fueron e de que linage. e cuemo ganaron tierra de Scicia.
411	411	402	De cuemo uencieron los Vgnos alos astrogodos. e murio el Rey hermanarico. e fueron echados los Godos de tierra de Scitia en tiempo de los Emperadores Valent e Valentiniano.
412	412	403	Del regno de Athanarico e de fridigerno reyes de los Godos. e de la desauenencia que ouieron por que se partieron en dos partes.
413	413	404	De la fambre de los Godos e de la muerte dell Emperador Valent.
414	414	405	De lo que acaecio alos godos enel tiempo de Graciano e de Theodosio los emperadores. e de la muerte de Athanarigo e de fridigerno sus reyes.
415	415	406	De cuemo los godos uisquieron sin Rey enell Jmperio de theodosio.
416	416	407	De cuemo los godos desecharon el sennorio de los Romanos. e de las batallas que ouieron con Stilicon en tiempo de Archadio e de honorio los emperadores. pues que alçaron a Alarico e a Regayso por Reyes.
417	417	408	Del destroymiento de la cibdat de Roma e dela muerte de Alarigo.
418	418	409	Del Rey athahulpho e de la su muert.
419	419	410	Del rey Sigerigo e de su muerte.
420	420	411	Del Rey Vualia e de las batallas que uencio en Espanna e de la su muerte.
421	421	412	Del rey theuderedo e de las batallas que uencio.
422	422	413	De la grand batalla delos campos catalanos. en que fue uençudo el Rey Athila e muerto el Rey theuderedo.
423	423	414	Del regno de Thurismundo. e de cuemo el Rey Athila destruxo toda tierra de Ythalia.
424	424	415	Del segundo anno del regno de Thurismundo en que murio el rey Athila.
425	425	416	De la muerte el Rey thurismundo que fue enel tercero anno que el regno.
426	426	417	De los fechos que acaescieron a los Godos e alos Ostrogodos. Alos Sueuos. e a los Vuandalos e alos Vgnos. enel primer anno del regno de Theuderico rey de los Godos.
427	427	418	De cuemo genserico Rey de los Vuandalos quebranto Roma.
428	428	419	De cuemo Hernac rey de los Vgnos fue uençudo. e salio Ardarico el Rey de los Gepidas de so el su sennorio.
429	429	420	De lo que acaescio enel segundo anno del regno de Theoderico; E de cuemo gano Narbona.
430	430	421	De franta e de Remismundo reyes de los Sueuos.
431	431	422	De cuemo los Astrogodos uencieron a los Hugnos. E puso Leo ell Emperador su amor con el Rey Vualamer.
432	432	423	De los fechos dell anno trezeno en que murio el Rey theoderico.
433	433	424	Del regno de Eurico Rey de los godos. e delo que contescio en el primer anno del su Regno.
434	434	425	De los fechos del anno segundo.
435	435	426	De lo que contescio en el quinto anno.
436	436	427	De lo que contescio en ell anno dizeochauo.
437	437	428	De los fechos el anno .xixo.
438	438	429	De como el rey Thoderigo uencio dos uezes a Odoacer Rey de los Herulos.
439	439	430	De Alarigo Rey de los Godos. e de lo que contesçio en el primero Anno del su regnando.
440	440	431	De como Guntamundo Rey de los vuandalos enuio por Eugeni arçobispo de cartago.
441	441	432	De como el Rey Theoderigo mato a Odoaçer Rey de los Erulos. e fue el sennor de Jtalia.
442	442	433	De como Theoderigo Rey de los Ostrogodos mantouo el sennorio del Regno de Jtalia. e el de Roma
443	443	434	De lo que contesçio en el dezeno anno del Regnado del Rey alarigo
444	444	435	De lo que acaesçio en el dizeochauo anno del Regnado del Rey Alarigo.
445	445	436	De la batalla que ouieron el Rey Alarigo e el Rey Glodoueo. e de la muerte de Alarigo.
446	446	437	De como fue alçado por Rey Gisalaygo. e de lo que fizo la Reyna Amalasuent.
447	447	438	De como el Rey Theoderigo enuio a Espanna a su fijo e alcuende Yba que conquiriessen la tierra que el Rey Glodoueo tomara a los Godos e la tornassen al sennorio del Rey de las Espannas.
448	448	439	De como Gisalaygo fuxo dos uegadas.
449	449	440	De como Theoderigo Rey de los Ostrogodos regno en Espanna e de la muerte del Rey Gisalaygo.
